"first_name","last_name","name","sum"
"Camille                                           ","Bernard                                           ","Queen","5.9399999999999995"
"Jack                                              ","Smith                                             ","JET","20.79"
"Jennifer                                          ","Peterson                                          ","Scorpions","9.899999999999999"
"Steve                                             ","Murray                                            ","Santana","8.91"
"Dan                                               ","Miller                                            ","Alice In Chains","32.67"
"Hannah                                            ","Schneider                                         ","The Who","15.84"
"Ladislav                                          ","Kovács                                            ","Skank","5.9399999999999995"
"Dominique                                         ","Lefebvre                                          ","Black Sabbath","22.77"
"Kathy                                             ","Chase                                             ","Led Zeppelin","20.79"
"R                                                 ","Madhav                                            ","Cake","8.91"
"Richard                                           ","Cunningham                                        ","Deep Purple","8.91"
"Roberto                                           ","Almeida                                           ","Foo Fighters","11.879999999999999"
"Alexandre                                         ","Rocha                                             ","Scorpions","2.9699999999999998"
"Frank                                             ","Ralston                                           ","Ozzy Osbourne","7.92"
"Martha                                            ","Silk                                              ","Kiss","5.9399999999999995"
"Daan                                              ","Peeters                                           ","Emerson String Quartet","10.89"
"Kara                                              ","Nielsen                                           ","Joe Satriani","8.91"
"Luis                                              ","Rojas                                             ","Apocalyptica","14.850000000000001"
"Mark                                              ","Philips                                           ","Green Day","8.91"
"Stanisław                                         ","Wójcik                                            ","The Clash","15.84"
"Ladislav                                          ","Kovács                                            ","Temple of the Dog","9.9"
"Terhi                                             ","Hämäläinen                                        ","Godsmack","9.9"
"Tim                                               ","Goyer                                             ","Green Day","16.83"
"R                                                 ","Madhav                                            ","Van Halen","8.91"
"Johannes                                          ","Van der Berg                                      ","Motörhead","17.82"
"François                                          ","Tremblay                                          ","Alice In Chains","8.91"
"Roberto                                           ","Almeida                                           ","Lenny Kravitz","5.9399999999999995"
"Wyatt                                             ","Girard                                            ","Nirvana","8.91"
"Ladislav                                          ","Kovács                                            ","Motörhead","6.93"
"Eduardo                                           ","Martins                                           ","Aerosmith","7.92"
"Leonie                                            ","Köhler                                            ","Foo Fighters","1.98"
"Ellie                                             ","Sullivan                                          ","Nirvana","9.9"
"Puja                                              ","Srivastava                                        ","Marillion","90.08999999999999"
"Enrique                                           ","Muñoz                                             ","Judas Priest","10.89"
"Isabelle                                          ","Mercier                                           ","Aaron Goldberg","9.9"
"Luis                                              ","Rojas                                             ","Soundgarden","5.9399999999999995"
"Puja                                              ","Srivastava                                        ","Motörhead","8.91"
"Marc                                              ","Dubois                                            ","Amy Winehouse","32.67"
"Hugh                                              ","O'Reilly                                          ","Pink Floyd","9.9"
"João                                              ","Fernandes                                         ","Cake","1.98"
"Eduardo                                           ","Martins                                           ","Legião Urbana","4.95"
"Marc                                              ","Dubois                                            ","Stone Temple Pilots","12.870000000000001"
"João                                              ","Fernandes                                         ","Stone Temple Pilots","6.93"
"Aaron                                             ","Mitchell                                          ","Audioslave","1.98"
"Martha                                            ","Silk                                              ","Iron Maiden","7.92"
"Martha                                            ","Silk                                              ","The Clash","4.95"
"Isabelle                                          ","Mercier                                           ","David Coverdale","6.93"
"Luis                                              ","Rojas                                             ","Alice In Chains","10.89"
"Aaron                                             ","Mitchell                                          ","Miles Davis","6.93"
"Alexandre                                         ","Rocha                                             ","Pearl Jam","174.24"
"Richard                                           ","Cunningham                                        ","Ozzy Osbourne","18.810000000000002"
"Manoj                                             ","Pareek                                            ","Van Halen","4.95"
"R                                                 ","Madhav                                            ","JET","19.8"
"Joakim                                            ","Johansson                                         ","Aerosmith","3.96"
"R                                                 ","Madhav                                            ","Luciano Pavarotti","9.9"
"Isabelle                                          ","Mercier                                           ","Alanis Morissette","18.810000000000002"
"Madalena                                          ","Sampaio                                           ","R.E.M.","10.89"
"Kara                                              ","Nielsen                                           ","Incognito","4.95"
"Frank                                             ","Harris                                            ","Godsmack","126.72000000000001"
"Luis                                              ","Rojas                                             ","Velvet Revolver","5.9399999999999995"
"Frank                                             ","Ralston                                           ","James Brown","7.92"
"Patrick                                           ","Gray                                              ","Guns N' Roses","30.69"
"Alexandre                                         ","Rocha                                             ","Iron Maiden","2.9699999999999998"
"Fernanda                                          ","Ramos                                             ","The Cult","3.96"
"Hugh                                              ","O'Reilly                                          ","Lenny Kravitz","9.9"
"Leonie                                            ","Köhler                                            ","Marvin Gaye","7.92"
"Aaron                                             ","Mitchell                                          ","The Who","5.9399999999999995"
"Leonie                                            ","Köhler                                            ","Pearl Jam","27.72"
"João                                              ","Fernandes                                         ","Nirvana","2.9699999999999998"
"Robert                                            ","Brown                                             ","Pearl Jam","9.9"
"Frank                                             ","Ralston                                           ","Marillion","4.95"
"Fernanda                                          ","Ramos                                             ","Creedence Clearwater Revival","9.9"
"Phil                                              ","Hughes                                            ","Guns N' Roses","3.96"
"Patrick                                           ","Gray                                              ","The Who","10.89"
"Stanisław                                         ","Wójcik                                            ","Nirvana","15.84"
"Heather                                           ","Leacock                                           ","Jimi Hendrix","11.879999999999999"
"Julia                                             ","Barnett                                           ","Deep Purple","9.9"
"Jack                                              ","Smith                                             ","Stone Temple Pilots","4.95"
"Jack                                              ","Smith                                             ","Pink Floyd","10.89"
"Niklas                                            ","Schröder                                          ","Caetano Veloso","8.91"
"Julia                                             ","Barnett                                           ","Body Count","3.96"
"Steve                                             ","Murray                                            ","Lenny Kravitz","16.83"
"Fernanda                                          ","Ramos                                             ","Godsmack","10.89"
"Heather                                           ","Leacock                                           ","U2","6.93"
"Roberto                                           ","Almeida                                           ","Motörhead","9.9"
"Patrick                                           ","Gray                                              ","The Doors","119.79"
"Roberto                                           ","Almeida                                           ","Stone Temple Pilots","7.92"
"Julia                                             ","Barnett                                           ","Soundgarden","4.95"
"Dominique                                         ","Lefebvre                                          ","Marvin Gaye","13.86"
"Kara                                              ","Nielsen                                           ","Nirvana","6.93"
"Tim                                               ","Goyer                                             ","Joe Satriani","6.93"
"Helena                                            ","Holý                                              ","Marisa Monte","5.9399999999999995"
"Marc                                              ","Dubois                                            ","Frank Sinatra","29.700000000000003"
"Patrick                                           ","Gray                                              ","The Police","8.91"
"Michelle                                          ","Brooks                                            ","Jorge Ben","6.93"
"Marc                                              ","Dubois                                            ","James Brown","9.9"
"Helena                                            ","Holý                                              ","Aerosmith","21.78"
"Victor                                            ","Stevens                                           ","R.E.M.","104.94000000000003"
"Daan                                              ","Peeters                                           ","Jamiroquai","9.9"
"Johannes                                          ","Van der Berg                                      ","Nirvana","7.92"
"Ellie                                             ","Sullivan                                          ","Foo Fighters","7.92"
"João                                              ","Fernandes                                         ","Motörhead","7.92"
"Hugh                                              ","O'Reilly                                          ","Rush","25.740000000000002"
"Ladislav                                          ","Kovács                                            ","Stone Temple Pilots","14.850000000000001"
"Emma                                              ","Jones                                             ","Red Hot Chili Peppers","253.44000000000003"
"Martha                                            ","Silk                                              ","Nirvana","18.810000000000002"
"R                                                 ","Madhav                                            ","Black Sabbath","9.9"
"Leonie                                            ","Köhler                                            ","Pink Floyd","14.85"
"Victor                                            ","Stevens                                           ","Alanis Morissette","9.9"
"Hugh                                              ","O'Reilly                                          ","Cake","6.93"
"Helena                                            ","Holý                                              ","System Of A Down","22.77"
"Frank                                             ","Ralston                                           ","R.E.M.","9.9"
"Joakim                                            ","Johansson                                         ","Soundgarden","286.10999999999984"
"Dan                                               ","Miller                                            ","Black Sabbath","5.9399999999999995"
"Ladislav                                          ","Kovács                                            ","Creedence Clearwater Revival","10.89"
"Fernanda                                          ","Ramos                                             ","Foo Fighters","13.86"
"Bjørn                                             ","Hansen                                            ","Iron Maiden","15.84"
"Jack                                              ","Smith                                             ","Def Leppard","33.660000000000004"
"R                                                 ","Madhav                                            ","AC/DC","10.89"
"John                                              ","Gordon                                            ","Jimi Hendrix","6.93"
"Luís                                              ","Gonçalves                                         ","Amy Winehouse","17.82"
"Heather                                           ","Leacock                                           ","System Of A Down","7.92"
"Lucas                                             ","Mancini                                           ","Os Mutantes","1.98"
"Edward                                            ","Francis                                           ","Cake","4.95"
"Edward                                            ","Francis                                           ","Motörhead","9.9"
"Enrique                                           ","Muñoz                                             ","The Rolling Stones","16.83"
"Bjørn                                             ","Hansen                                            ","Nirvana","14.85"
"Wyatt                                             ","Girard                                            ","Antônio Carlos Jobim","6.93"
"Hugh                                              ","O'Reilly                                          ","Marvin Gaye","9.9"
"Julia                                             ","Barnett                                           ","Marvin Gaye","9.9"
"Richard                                           ","Cunningham                                        ","Rush","8.91"
"François                                          ","Tremblay                                          ","Metallica","19.8"
"Luis                                              ","Rojas                                             ","Pink Floyd","20.79"
"Kathy                                             ","Chase                                             ","U2","10.89"
"Frank                                             ","Harris                                            ","Kiss","6.93"
"Jack                                              ","Smith                                             ","Nirvana","36.63"
"Mark                                              ","Taylor                                            ","System Of A Down","119.79"
"R                                                 ","Madhav                                            ","Rush","8.91"
"Kathy                                             ","Chase                                             ","UB40","10.89"
"Roberto                                           ","Almeida                                           ","JET","10.89"
"Jennifer                                          ","Peterson                                          ","Raul Seixas","3.96"
"Stanisław                                         ","Wójcik                                            ","Amy Winehouse","10.89"
"Tim                                               ","Goyer                                             ","Queen","7.92"
"Julia                                             ","Barnett                                           ","Eric Clapton","9.9"
"Niklas                                            ","Schröder                                          ","Os Mutantes","5.9399999999999995"
"Wyatt                                             ","Girard                                            ","Aerosmith","8.91"
"João                                              ","Fernandes                                         ","AC/DC","14.850000000000001"
"Hannah                                            ","Schneider                                         ","System Of A Down","15.84"
"Fernanda                                          ","Ramos                                             ","Van Halen","9.9"
"Emma                                              ","Jones                                             ","Queen","13.86"
"Isabelle                                          ","Mercier                                           ","Cake","9.9"
"Michelle                                          ","Brooks                                            ","Rush","9.9"
"Joakim                                            ","Johansson                                         ","Scorpions","8.91"
"Michelle                                          ","Brooks                                            ","Lenny Kravitz","9.9"
"João                                              ","Fernandes                                         ","Queen","286.10999999999984"
"François                                          ","Tremblay                                          ","Led Zeppelin","19.8"
"John                                              ","Gordon                                            ","Chris Cornell","7.92"
"Ellie                                             ","Sullivan                                          ","R.E.M.","7.92"
"Tim                                               ","Goyer                                             ","Audioslave","15.84"
"Heather                                           ","Leacock                                           ","Red Hot Chili Peppers","10.89"
"Aaron                                             ","Mitchell                                          ","Marvin Gaye","6.93"
"Alexandre                                         ","Rocha                                             ","JET","167.31000000000003"
"Victor                                            ","Stevens                                           ","Velvet Revolver","9.9"
"Helena                                            ","Holý                                              ","Milton Nascimento","10.89"
"Mark                                              ","Taylor                                            ","The Who","6.93"
"Frank                                             ","Harris                                            ","The Clash","17.82"
"Mark                                              ","Taylor                                            ","R.E.M.","6.93"
"Edward                                            ","Francis                                           ","Deep Purple","9.9"
"Ladislav                                          ","Kovács                                            ","Nicolaus Esterhazy Sinfonia","3.96"
"Jennifer                                          ","Peterson                                          ","Chris Cornell","10.89"
"Roberto                                           ","Almeida                                           ","Judas Priest","7.92"
"Fernanda                                          ","Ramos                                             ","The Doors","7.92"
"Jennifer                                          ","Peterson                                          ","The Police","2.9699999999999998"
"Alexandre                                         ","Rocha                                             ","Pink Floyd","7.92"
"François                                          ","Tremblay                                          ","The Black Crowes","17.82"
"Luis                                              ","Rojas                                             ","Marvin Gaye","9.9"
"Eduardo                                           ","Martins                                           ","Eric Clapton","5.9399999999999995"
"John                                              ","Gordon                                            ","Nirvana","1.98"
"Luis                                              ","Rojas                                             ","Nicolaus Esterhazy Sinfonia","4.95"
"Ellie                                             ","Sullivan                                          ","Scorpions","2.9699999999999998"
"Madalena                                          ","Sampaio                                           ","Temple of the Dog","10.89"
"Terhi                                             ","Hämäläinen                                        ","Def Leppard","10.89"
"Roberto                                           ","Almeida                                           ","The Who","15.84"
"Camille                                           ","Bernard                                           ","JET","7.92"
"Camille                                           ","Bernard                                           ","Calexico","10.89"
"Ellie                                             ","Sullivan                                          ","Passengers","9.9"
"Edward                                            ","Francis                                           ","Audioslave","4.95"
"Luis                                              ","Rojas                                             ","Nirvana","25.740000000000002"
"François                                          ","Tremblay                                          ","Chico Buarque","9.9"
"Hannah                                            ","Schneider                                         ","Marvin Gaye","23.759999999999998"
"R                                                 ","Madhav                                            ","Miles Davis","3.96"
"Ellie                                             ","Sullivan                                          ","The Rolling Stones","37.62"
"Patrick                                           ","Gray                                              ","Iron Maiden","21.78"
"Mark                                              ","Philips                                           ","Motörhead","8.91"
"R                                                 ","Madhav                                            ","Frank Sinatra","9.9"
"Frank                                             ","Harris                                            ","Raimundos","6.93"
"Fernanda                                          ","Ramos                                             ","Gustav Mahler","4.95"
"Robert                                            ","Brown                                             ","Godsmack","5.9399999999999995"
"Leonie                                            ","Köhler                                            ","The Who","7.92"
"Luís                                              ","Gonçalves                                         ","Apocalyptica","8.91"
"Johannes                                          ","Van der Berg                                      ","AC/DC","7.92"
"Kara                                              ","Nielsen                                           ","Gilberto Gil","8.91"
"Stanisław                                         ","Wójcik                                            ","Van Halen","0.99"
"Madalena                                          ","Sampaio                                           ","Nirvana","9.9"
"Luís                                              ","Gonçalves                                         ","U2","12.870000000000001"
"Puja                                              ","Srivastava                                        ","Red Hot Chili Peppers","8.91"
"Marc                                              ","Dubois                                            ","R.E.M.","10.89"
"Fernanda                                          ","Ramos                                             ","The Who","14.85"
"Enrique                                           ","Muñoz                                             ","Gonzaguinha","9.9"
"Edward                                            ","Francis                                           ","Led Zeppelin","22.77"
"Fernanda                                          ","Ramos                                             ","JET","9.9"
"Kara                                              ","Nielsen                                           ","Lenny Kravitz","8.91"
"Robert                                            ","Brown                                             ","Nirvana","9.9"
"Eduardo                                           ","Martins                                           ","Foo Fighters","10.89"
"Astrid                                            ","Gruber                                            ","JET","9.9"
"Ellie                                             ","Sullivan                                          ","Itzhak Perlman","9.9"
"Leonie                                            ","Köhler                                            ","The Police","20.79"
"Dan                                               ","Miller                                            ","Iron Maiden","10.89"
"Stanisław                                         ","Wójcik                                            ","Iron Maiden","21.78"
"Martha                                            ","Silk                                              ","Pearl Jam","7.92"
"Phil                                              ","Hughes                                            ","Apocalyptica","6.93"
"Steve                                             ","Murray                                            ","Legião Urbana","8.91"
"Victor                                            ","Stevens                                           ","Green Day","4.95"
"Hugh                                              ","O'Reilly                                          ","Faith No More","20.79"
"François                                          ","Tremblay                                          ","Alanis Morissette","9.9"
"John                                              ","Gordon                                            ","Def Leppard","9.9"
"Emma                                              ","Jones                                             ","Pearl Jam","18.810000000000002"
"Phil                                              ","Hughes                                            ","Black Sabbath","8.91"
"Leonie                                            ","Köhler                                            ","Red Hot Chili Peppers","10.89"
"Puja                                              ","Srivastava                                        ","The Cult","142.55999999999997"
"Helena                                            ","Holý                                              ","The Who","10.89"
"João                                              ","Fernandes                                         ","Pearl Jam","4.95"
"Michelle                                          ","Brooks                                            ","Deep Purple","7.92"
"Astrid                                            ","Gruber                                            ","Red Hot Chili Peppers","4.95"
"Marc                                              ","Dubois                                            ","The Rolling Stones","15.84"
"Terhi                                             ","Hämäläinen                                        ","The Who","20.79"
"Stanisław                                         ","Wójcik                                            ","Calexico","4.95"
"Patrick                                           ","Gray                                              ","Cássia Eller","10.89"
"Fernanda                                          ","Ramos                                             ","Frank Sinatra","9.9"
"Johannes                                          ","Van der Berg                                      ","Frank Sinatra","6.93"
"Richard                                           ","Cunningham                                        ","The Cult","4.95"
"Edward                                            ","Francis                                           ","Black Sabbath","14.850000000000001"
"Emma                                              ","Jones                                             ","The Police","1.98"
"Isabelle                                          ","Mercier                                           ","The Doors","16.83"
"R                                                 ","Madhav                                            ","Godsmack","15.84"
"Patrick                                           ","Gray                                              ","Jamiroquai","8.91"
"Leonie                                            ","Köhler                                            ","Scorpions","10.89"
"Phil                                              ","Hughes                                            ","JET","167.31000000000003"
"Alexandre                                         ","Rocha                                             ","Caetano Veloso","4.95"
"Phil                                              ","Hughes                                            ","Chico Buarque","9.9"
"Kathy                                             ","Chase                                             ","Nirvana","24.75"
"Helena                                            ","Holý                                              ","Bruce Dickinson","10.89"
"Martha                                            ","Silk                                              ","Men At Work","7.92"
"François                                          ","Tremblay                                          ","Karsh Kale","9.9"
"Michelle                                          ","Brooks                                            ","Foo Fighters","8.91"
"Manoj                                             ","Pareek                                            ","James Brown","9.9"
"Joakim                                            ","Johansson                                         ","The Doors","13.86"
"Jennifer                                          ","Peterson                                          ","Black Label Society","4.95"
"Manoj                                             ","Pareek                                            ","Red Hot Chili Peppers","8.91"
"R                                                 ","Madhav                                            ","Queen","38.61"
"Lucas                                             ","Mancini                                           ","Aerosmith","2.9699999999999998"
"Victor                                            ","Stevens                                           ","Black Sabbath","9.9"
"Isabelle                                          ","Mercier                                           ","R.E.M.","19.799999999999997"
"Fernanda                                          ","Ramos                                             ","Luciana Souza/Romero Lubambo","10.89"
"Hugh                                              ","O'Reilly                                          ","R.E.M.","0.99"
"Mark                                              ","Philips                                           ","Temple of the Dog","4.95"
"John                                              ","Gordon                                            ","Ed Motta","7.92"
"Victor                                            ","Stevens                                           ","Soundgarden","9.9"
"Martha                                            ","Silk                                              ","Foo Fighters","8.91"
"João                                              ","Fernandes                                         ","Metallica","19.8"
"Emma                                              ","Jones                                             ","Jota Quest","2.9699999999999998"
"Manoj                                             ","Pareek                                            ","Green Day","17.82"
"Luís                                              ","Gonçalves                                         ","Yo-Yo Ma","0.99"
"Luís                                              ","Gonçalves                                         ","Pink Floyd","9.899999999999999"
"Alexandre                                         ","Rocha                                             ","Judas Priest","6.93"
"Steve                                             ","Murray                                            ","Aerosmith","8.91"
"Dominique                                         ","Lefebvre                                          ","Pearl Jam","222.74999999999994"
"Eduardo                                           ","Martins                                           ","Aaron Goldberg","7.92"
"Luís                                              ","Gonçalves                                         ","Page & Plant","3.96"
"Mark                                              ","Philips                                           ","Aisha Duo","5.9399999999999995"
"François                                          ","Tremblay                                          ","Foo Fighters","9.9"
"Alexandre                                         ","Rocha                                             ","System Of A Down","7.92"
"Camille                                           ","Bernard                                           ","Pink Floyd","5.9399999999999995"
"John                                              ","Gordon                                            ","Stone Temple Pilots","10.89"
"Wyatt                                             ","Girard                                            ","Jamiroquai","3.96"
"Phil                                              ","Hughes                                            ","James Brown","9.9"
"Camille                                           ","Bernard                                           ","Scorpions","142.55999999999997"
"Mark                                              ","Taylor                                            ","The Rolling Stones","1.98"
"Tim                                               ","Goyer                                             ","Eric Clapton","17.82"
"Aaron                                             ","Mitchell                                          ","Chris Cornell","194.04000000000002"
"Jack                                              ","Smith                                             ","Creedence Clearwater Revival","23.76"
"R                                                 ","Madhav                                            ","Velvet Revolver","3.96"
"Dominique                                         ","Lefebvre                                          ","R.E.M.","7.92"
"Mark                                              ","Taylor                                            ","Frank Sinatra","13.86"
"Wyatt                                             ","Girard                                            ","Chris Cornell","8.91"
"Aaron                                             ","Mitchell                                          ","Godsmack","10.89"
"João                                              ","Fernandes                                         ","Apocalyptica","4.95"
"Heather                                           ","Leacock                                           ","Men At Work","10.89"
"Michelle                                          ","Brooks                                            ","Iron Maiden","8.91"
"Mark                                              ","Taylor                                            ","Marvin Gaye","1.98"
"Ellie                                             ","Sullivan                                          ","Pink Floyd","9.9"
"Roberto                                           ","Almeida                                           ","U2","19.8"
"Lucas                                             ","Mancini                                           ","Cake","7.92"
"Dan                                               ","Miller                                            ","Stone Temple Pilots","16.83"
"Enrique                                           ","Muñoz                                             ","Tim Maia","0.99"
"Niklas                                            ","Schröder                                          ","U2","8.91"
"Diego                                             ","Gutiérrez                                         ","R.E.M.","9.9"
"Stanisław                                         ","Wójcik                                            ","Creedence Clearwater Revival","10.89"
"Dan                                               ","Miller                                            ","System Of A Down","10.89"
"Stanisław                                         ","Wójcik                                            ","Audioslave","10.89"
"Frank                                             ","Harris                                            ","Red Hot Chili Peppers","6.93"
"Roberto                                           ","Almeida                                           ","Audioslave","1.98"
"Dan                                               ","Miller                                            ","Skank","5.9399999999999995"
"Enrique                                           ","Muñoz                                             ","Pearl Jam","9.9"
"Dominique                                         ","Lefebvre                                          ","Scorpions","142.55999999999997"
"Johannes                                          ","Van der Berg                                      ","Eric Clapton","15.84"
"Hugh                                              ","O'Reilly                                          ","Foo Fighters","10.89"
"Michelle                                          ","Brooks                                            ","Cake","7.92"
"Leonie                                            ","Köhler                                            ","Alice In Chains","10.89"
"Helena                                            ","Holý                                              ","Foo Fighters","19.8"
"Lucas                                             ","Mancini                                           ","Aaron Goldberg","5.9399999999999995"
"Kathy                                             ","Chase                                             ","Frank Sinatra","8.91"
"Fernanda                                          ","Ramos                                             ","AC/DC","9.9"
"Mark                                              ","Taylor                                            ","Deep Purple","17.82"
"Daan                                              ","Peeters                                           ","Green Day","5.9399999999999995"
"Leonie                                            ","Köhler                                            ","Miles Davis","9.9"
"Isabelle                                          ","Mercier                                           ","Led Zeppelin","25.740000000000002"
"Johannes                                          ","Van der Berg                                      ","U2","10.89"
"Aaron                                             ","Mitchell                                          ","AC/DC","10.89"
"Dan                                               ","Miller                                            ","Queen","25.740000000000002"
"Victor                                            ","Stevens                                           ","Red Hot Chili Peppers","5.9399999999999995"
"Mark                                              ","Taylor                                            ","Apocalyptica","10.89"
"Jack                                              ","Smith                                             ","The Police","20.79"
"João                                              ","Fernandes                                         ","The Who","6.93"
"R                                                 ","Madhav                                            ","Guns N' Roses","14.850000000000001"
"Phil                                              ","Hughes                                            ","Gustav Mahler","9.9"
"Michelle                                          ","Brooks                                            ","Soundgarden","14.85"
"Daan                                              ","Peeters                                           ","Deep Purple","9.9"
"Manoj                                             ","Pareek                                            ","Pearl Jam","18.810000000000002"
"Stanisław                                         ","Wójcik                                            ","Eric Clapton","3.96"
"Camille                                           ","Bernard                                           ","Spyro Gyra","9.9"
"Kathy                                             ","Chase                                             ","Metallica","21.78"
"Patrick                                           ","Gray                                              ","Faith No More","10.89"
"Wyatt                                             ","Girard                                            ","Lenny Kravitz","5.9399999999999995"
"Richard                                           ","Cunningham                                        ","Green Day","13.86"
